cvrnum;employees;established;pubyear;liquidityratio;roi;solvencyratio;netturnover;grossprofit;equity;netresult;currency;
20122846;10 - 19;1997;2019;132,67;-1,4;31,6;-;2.500;6.199;-28;DKK;
20136901;20 - 49;1997;2019;249,9;11,6;63;-;16.871;19.857;2.609;DKK;
20137282;20 - 49;1997;2019;125,19;9,7;23,6;-;12.834;5.999;1.802;DKK;
20140089;10 - 19;1997;2019;289,85;20,6;72,8;-;10.799;18.860;4.156;DKK;
20153709;100 - 199;1997;2019;379,79;17,5;54,2;-;39.752;24.353;7.028;DKK;
20157283;2 - 4;1997;2018;23,44;-14,5;-174,2;-;219;-1.937;-527;DKK;
20165189;-;1997;2019;78,28;0,6;7,8;-;432;140;-75;DKK;
43325612;500 - 999;1957;2019;62,55;-26,5;3,5;829.384;256.712;9.130;-57.545;DKK;
20171677;50 - 99;1997;2019;150,37;2,1;36,4;-;24.447;19.641;800;DKK;
20172800;50 - 99;1997;2019;126,86;3;25,9;-;28.072;14.141;286;DKK;
20175605;10 - 19;1997;2019;150,69;2,5;45,8;-;5.573;1.866;19;DKK;
20177284;50 - 99;1997;2019;127,92;8;24,4;-;5.528;2.603;668;EUR;
20178108;10 - 19;1997;2019;157,66;3,7;43,8;-;6.275;8.078;402;DKK;
20190531;10 - 19;1997;2019;242,26;-2,2;63,9;-;6.220;3.753;-129;DKK;
20198370;50 - 99;1997;2019;96,01;-1,8;4,7;-;9.257;1.202;-865;DKK;
32154549;2 - 4;2009;2019;356,51;12,1;18;-;2.078;840;352;DKK;
26116422;5 - 9;2001;2019;464,62;25,3;80,5;-;1.704;1.244;296;DKK;
20200472;50 - 99;1997;2019;160,24;9;32,9;-;26.541;17.062;3.167;DKK;
32353606;20 - 49;2014;2019;50,03;-9,7;16,1;-;8.537;6.181;-3.471;DKK;
20206802;2 - 4;1997;2019;420,37;18,7;78;-;1.070;2.697;529;DKK;
38452541;2 - 4;2017;2019;142,7;37,1;36,9;-;771;201;152;DKK;
20213000;10 - 19;1997;2019;301,05;-4,1;53,3;-;4.264;1.662;-97;DKK;
20214414;200 - 499;1902;2019;493,29;4,5;80,4;1.697.519;504.785;3.334.919;165.843;DKK;
20214449;2 - 4;1997;2019;247,3;13;65,2;4.664;1.161;712;138;DKK;
20215593;20 - 49;1997;2019;256,42;15,7;72,5;-;16.026;12.708;2.147;DKK;
20216174;2 - 4;1997;2019;84,25;6,1;70,1;-;914;781;55;DKK;
20216883;100 - 199;1997;2019;183,12;25,8;49,6;-;184.370;104.687;40.972;DKK;
20223707;20 - 49;1992;2019;174,12;4,5;36;-;16.023;18.707;1.094;DKK;
29423393;5 - 9;2006;2019;310,83;31,5;68,2;-;2.646;1.835;702;DKK;
20247800;50 - 99;1997;2019;192,38;16,1;43;-;40.581;12.891;3.633;DKK;
20254386;20 - 49;1997;2019;155,75;12,6;38,4;-;9.698;4.355;836;DKK;
20262796;20 - 49;1997;2019;143,48;8,7;30,6;-;23.789;8.844;1.718;DKK;
20271175;20 - 49;1997;2019;128,66;10,5;21,1;-;13.356;9.656;3.156;DKK;
20283203;2 - 4;1997;2019;49,8;5,5;20,2;-;1.090;875;81;DKK;
20293195;200 - 499;1997;2019;129,45;3,9;24,7;77.826.081;506.104;1.081.164;214.361;DKK;
20297743;200 - 499;1997;2018;178,03;23,2;50,7;-;103.722;28.004;5.741;DKK;
20311711;10 - 19;1954;2019;160,21;2,2;37,5;-;2.389;9.472;514;DKK;
20326301;2 - 4;1997;2019;56,32;1,2;10,1;-;860;55;-5;DKK;
20340398;2 - 4;1997;2019;367,31;15,8;72,8;-;772;934;303;DKK;
20341130;200 - 499;1997;2019;163,89;8,7;47,5;1.026.494;967.305;681.291;98.923;DKK;
37521205;5 - 9;2016;2019;920,71;7,5;89,2;-;2.455;6.160;418;DKK;
20366532;50 - 99;1997;2020;115,03;10,7;19,9;704.077;35.935;18.843;7.926;DKK;
20366575;10 - 19;1997;2019;121,18;-10,2;31,3;-;6.989;2.680;-834;DKK;
20367997;500 - 999;1999;2017;54,59;-8,4;26,7;5.710.906;1.020.463;1.646.105;-132.473;SEK;
20389281;10 - 19;1997;2018;89,14;1,9;-6,2;-;4.710;-737;-129;DKK;
20397640;-;1997;2019;253,36;-74,3;60,5;-;-505;411;-465;DKK;
20400234;200 - 499;1997;2019;92,66;9,7;38,5;444.448;138.210;186.023;33.733;DKK;
21293288;50 - 99;1998;2019;119,37;1,2;28,2;-;46.855;20.374;653;DKK;
20406844;50 - 99;1997;2019;150,05;27,1;34,4;-;43.917;11.535;7.027;DKK;
20439580;10 - 19;1997;2019;221,42;29,2;42,8;-;7.314;3.092;1.581;DKK;
20458186;10 - 19;1999;2019;204,75;-0,8;74;-;5.823;12.498;261;DKK;
20461934;50 - 99;1997;2019;380,36;19,3;65;72.838;27.846;34.755;7.786;DKK;
20470402;20 - 49;1997;2019;220,05;7,4;55,3;-;10.803;5.179;498;DKK;
38574671;5 - 9;2017;2019;113,45;8,9;15;-;2.547;600;192;DKK;
20560010;200 - 499;1930;2019;88,08;1,5;4,4;1.652.529;151.776;34.676;5.681;DKK;
20567112;100 - 199;1963;2019;357,83;12,7;80,7;249.036;63.739;156.128;27.203;DKK;
20595485;10 - 19;1998;2019;227,16;12,8;56,6;-;6.349;5.660;952;DKK;
20601108;200 - 499;1998;2019;86,36;-5,7;33,9;577.908;26.726;55.174;-5.774;DKK;
20612274;10 - 19;1997;2019;179,94;11,6;44,6;-;9.283;7.188;1.188;DKK;
20612630;20 - 49;1998;2019;93,22;3,2;29,8;-;10.501;24.944;3.249;DKK;
20621117;50 - 99;1961;2019;268,67;4,7;59,3;81.673;6.444;26.258;1.963;DKK;
67419014;5 - 9;1981;2019;75,93;12;36,5;-;1.402;1.803;702;DKK;
20655089;10 - 19;1998;2019;129,95;8,4;31,4;-;7.308;3.073;448;DKK;
26003369;20 - 49;2001;2019;85,34;1,9;10,6;-;14.448;3.358;265;DKK;
20668547;5 - 9;1997;2019;115,69;-16,4;0,7;-;1.654;59;-1.686;DKK;
30913078;50 - 99;2007;2020;224,93;14,2;65,8;-;25.490;27.354;4.570;DKK;
20683880;200 - 499;1998;2018;145,37;19;43;289.557;218.985;50.650;16.888;DKK;
20699582;10 - 19;1999;2019;161,91;15,3;41,3;-;3.196;1.110;402;DKK;
20707739;-;1997;2019;347,59;-0,1;71,2;-;-11;7.616;94;DKK;
20708441;5 - 9;1998;2019;181,58;41,6;41,3;-;5.668;2.461;1.819;DKK;
38400363;100 - 199;2017;2019;92,45;7;4,9;-;34.859;7.165;6.487;DKK;
20749148;20 - 49;1998;2020;259,06;10,1;63,9;-;11.055;12.609;1.386;DKK;
20765003;20 - 49;1997;2019;146,66;14,3;23,4;-;18.190;7.498;3.602;DKK;
37235938;5 - 9;2015;2018;71,1;5;21,2;-;1.703;1.619;79;DKK;
37586188;20 - 49;2016;2019;117,17;15,7;33,5;-;10.423;1.549;421;DKK;
20773200;2 - 4;1998;2019;155,21;5,6;38,1;-;869;997;99;DKK;
20775831;10 - 19;1998;2019;439,96;-4,8;74,8;-;1.520;5.817;-313;DKK;
20776498;50 - 99;1998;2019;152,35;19,2;27,8;-;45.159;10.991;5.644;DKK;
20781092;20 - 49;1998;2019;220,82;7,1;57,3;-;5.091;9.102;771;DKK;
38751654;10 - 19;2017;2019;79,75;1,9;26,8;-;2.980;613;25;DKK;
20803703;10 - 19;1998;2019;228,21;35,7;56,4;-;6.722;3.621;1.759;DKK;
20818808;10 - 19;1998;2019;74,67;0,9;28,5;-;3.398;2.473;25;DKK;
31347963;500 - 999;2008;2018;69,47;1,1;9,2;376.491;252.225;39.684;-792;DKK;
20830786;5 - 9;1998;2019;142,6;11,6;35,6;-;2.888;1.319;319;DKK;
20861770;100 - 199;1998;2019;423,74;13;87,5;-;125.558;319.576;33.655;DKK;
20864591;200 - 499;1998;2019;140,76;5,3;36;333.787;142.973;81.293;6.633;DKK;
20880406;20 - 49;1998;2018;287,08;-3,5;65,5;-;6.938;13.719;-532;DKK;
20882182;50 - 99;1998;2019;204,11;9,7;35,5;216.170;68.867;64.037;12.790;DKK;
20882336;20 - 49;1998;2019;172,2;3,6;22;138.269;30.908;59.707;9.915;DKK;
20884878;20 - 49;1998;2019;206,56;24;55,2;-;12.717;9.598;3.378;DKK;
37295728;-;1971;2019;181,33;6,5;30,8;1.525.776;1.341.696;269.912;47.348;DKK;
20894873;20 - 49;1998;2019;71,17;-2,1;26,2;-;16.828;6.115;-866;DKK;
20895373;50 - 99;1998;2017;999,99;-12,3;94,5;-;-19.326;533.224;223.143;DKK;
20896949;50 - 99;1998;2019;530,21;27,8;86,6;-;122.871;235.222;74.951;DKK;
20907002;5 - 9;1998;2019;84,31;1,6;34,9;-;2.178;2.875;12;DKK;
38756362;5 - 9;2017;2019;195,48;48,2;52,7;-;3.934;2.055;1.460;DKK;
20907495;5 - 9;1998;2019;148,47;16,5;39;-;4.261;810;250;DKK;
20910585;20 - 49;1998;2019;186,17;5,9;42,9;-;8.567;16.833;1.697;DKK;
20910704;5 - 9;1998;2019;196,3;13,3;49,1;-;2.199;665;133;DKK;
20912391;50 - 99;1998;2019;149,39;2,1;41,3;-;35.721;35.268;1.081;DKK;
20914181;5 - 9;1998;2019;91,77;22;60,6;-;3.733;2.677;727;DKK;
20916796;-;1998;2019;270,96;6,1;66,5;-;211;2.060;420;DKK;
20935677;20 - 49;1998;2019;283,79;38,1;52,9;-;21.243;8.075;4.573;DKK;
20943084;20 - 49;1998;2019;123,78;5,7;45;-;6.932;3.277;215;DKK;
20944196;10 - 19;1998;2019;222,82;8,9;50,6;-;10.596;3.812;535;DKK;
20949090;20 - 49;1998;2019;156,7;23,3;37,2;-;14.119;4.584;2.153;DKK;
20949805;10 - 19;1998;2020;463,86;5,8;76,3;-;5.243;9.295;659;DKK;
20952970;5 - 9;1998;2019;33,77;5,2;35,5;-;1.348;875;83;DKK;
20961287;-;1998;2019;120,15;1,9;20,5;-;214;510;1;DKK;
20962674;20 - 49;1998;2019;82,5;3;11,1;-;9.195;2.403;231;DKK;
20968400;10 - 19;1998;2019;377,75;21,2;72,4;-;5.715;2.329;426;DKK;
20968443;2 - 4;1998;2019;184,57;35,5;62,7;-;2.130;1.468;646;DKK;
20970685;2 - 4;1998;2018;79,22;-2,9;17,1;-;1.177;436;-117;DKK;
20975245;5 - 9;1998;2019;443,48;19,4;82,1;-;8.563;23.317;4.399;DKK;
20982705;10 - 19;1998;2019;125,59;-8,3;25,2;-;1.679;4.489;-1.290;DKK;
20983094;10 - 19;1998;2019;112,08;7,8;28,4;-;10.029;3.715;497;DKK;
20994193;10 - 19;1998;2019;337,33;13,2;75,8;-;6.957;6.345;849;DKK;
20994681;20 - 49;1998;2019;112,41;1,1;19,1;-;9.872;22.439;8;DKK;
20995173;2 - 4;1998;2019;116,73;2,9;58,8;-;634;327;33;DKK;
20996935;10 - 19;1998;2019;103,35;9,6;38;-;3.903;4.551;555;DKK;
26286026;10 - 19;2001;2019;152,38;12,1;26,1;-;7.059;1.915;513;DKK;
36432772;20 - 49;2014;2019;125,89;42,6;43,8;-;13.251;3.808;2.859;DKK;
20999705;20 - 49;1998;2019;104,07;0,8;18,5;-;12.331;3.263;58;DKK;
21006394;50 - 99;1998;2019;209,39;33,7;48,1;-;43.431;8.391;4.393;DKK;
21012270;10 - 19;1998;2019;160,37;12,4;26,9;-;12.506;5.126;1.525;DKK;
21015490;5 - 9;1998;2019;262,53;2,3;39,9;-;2.317;2.176;46;DKK;
21019534;10 - 19;1998;2019;155,62;29,3;62,7;-;11.681;8.124;2.922;DKK;
21023191;5 - 9;1998;2019;108,63;5;35,2;-;1.723;439;49;DKK;
21046787;20 - 49;1998;2019;157,57;3,7;38,1;-;9.679;4.656;223;DKK;
21058246;10 - 19;1998;2019;107,41;17,2;25,8;-;4.841;3.670;2.253;DKK;
21059005;10 - 19;1998;2019;86,04;12;20,5;-;9.774;3.309;1.592;DKK;
21060046;10 - 19;1998;2019;174,39;-6,3;32,3;-;6.175;2.132;-357;DKK;
21061999;20 - 49;1998;2019;110,92;-24,2;-0,5;-;14.095;-16;-622;DKK;
21070378;5 - 9;1998;2019;416,37;41;76,6;-;5.623;2.706;1.149;DKK;
21073644;20 - 49;1998;2018;85,06;-20,5;-3,8;-;9.930;-181;-791;DKK;
21076945;20 - 49;1998;2019;125,7;8,6;24,5;-;19.835;7.825;2.100;DKK;
38788485;10 - 19;2017;2019;234,44;63,7;66,9;-;7.159;3.326;2.498;DKK;
21092908;10 - 19;1998;2019;145,14;9,6;30,1;-;4.430;1.203;294;DKK;
27352529;10 - 19;2003;2018;166,45;17,4;42,5;-;3.893;3.194;794;DKK;
21093106;-;1998;2019;134,09;8,2;44,7;3.058.000;475.000;1.169.000;183.000;DKK;
27583598;20 - 49;2004;2019;81,58;-10,3;13;-;35.599;2.045;-1.445;DKK;
21093637;20 - 49;1998;2019;143,43;2,9;32,6;-;18.873;5.293;207;DKK;
21093939;20 - 49;1998;2019;346,26;4,5;74,1;-;22.289;22.928;817;DKK;
21111236;20 - 49;1998;2019;146,5;11,3;30;-;15.248;5.399;1.332;DKK;
31271290;2 - 4;2008;2019;208,42;20,6;47,9;-;977;589;189;DKK;
35418296;5 - 9;2013;2019;34,53;-5,4;-21,3;-;2.164;-1.174;-684;DKK;
21115134;50 - 99;1998;2019;194,53;29,6;26,8;-;34.558;9.818;8.571;DKK;
21121991;20 - 49;1998;2019;43,75;-2,9;21,7;-;24.859;12.070;-1.844;DKK;
21126543;200 - 499;1998;2020;301,59;5,7;75,4;333.251;77.794;182.666;10.951;DKK;
25380282;10 - 19;2000;2018;180,19;6,5;-14,1;-;4.024;-569;81;DKK;
21135798;2 - 4;1998;2019;139,04;-20,3;28,4;-;1.136;133;-81;DKK;
21146676;10 - 19;1998;2019;108,43;3,8;15,3;-;3.945;1.963;94;DKK;
37365289;10 - 19;2016;2018;77,77;1,8;3,2;-;2.054;49;4;DKK;
21147583;200 - 499;1998;2019;29,25;-10,4;31,3;1.747.960;8.668;563.417;40.616;DKK;
21153702;500 - 999;1998;2019;151,11;-5,6;17,6;1.299.281;228.428;195.399;-61.795;DKK;
21162531;5 - 9;1998;2019;139,81;11,2;52,4;-;2.216;2.828;439;DKK;
21167584;200 - 499;1998;2019;160,58;24,9;31,5;402.940;245.797;53.596;32.749;DKK;
27557627;10 - 19;2004;2019;188,86;43,5;51,4;-;7.642;2.462;1.604;DKK;
21192392;50 - 99;1998;2019;111,93;23,4;38,8;-;53.454;14.874;6.086;DKK;
21199109;20 - 49;1998;2018;135,56;5,5;42,9;293.726;33.603;55.419;11.718;DKK;
21210285;200 - 499;1998;2019;152,51;7,7;55,3;2.008.113;606.426;2.667.229;121.452;DKK;
21213837;20 - 49;1998;2019;93,31;-8,5;4,8;-;7.691;1.054;-1.777;DKK;
26121264;-;2001;2019;314,9;1,9;14,7;22.078.000;2.274.000;2.978.000;345.000;DKK;
21223476;10 - 19;1998;2019;212,13;13,8;68,6;-;5.482;8.484;1.349;DKK;
21228079;10 - 19;1998;2019;406,78;12,2;22,7;-;4.965;2.395;470;DKK;
21239240;20 - 49;1998;2019;104,66;7,2;24,6;-;13.486;6.265;1.265;DKK;
27931421;20 - 49;2004;2019;54,25;4,3;16,4;-;16.294;6.734;475;DKK;
21240397;2 - 4;1998;2019;674,8;-4,3;83;-;179;5.062;-2;DKK;
21248118;-;1931;2019;172,53;11,6;55,2;2.396.901;793.827;1.014.023;168.072;DKK;
21255890;2 - 4;1998;2019;41,95;3,8;32,5;-;1.559;2.209;56;DKK;
21263834;500 - 999;1998;2019;224,06;16,9;56,8;663.028;186.846;212.135;47.349;DKK;
32072291;20 - 49;2009;2019;84,91;4;11,3;-;10.629;3.976;251;DKK;
21270075;20 - 49;1998;2019;220,54;63,4;53,5;-;18.442;6.949;6.349;DKK;
21271446;20 - 49;1998;2019;169,77;7,9;37,3;-;9.354;4.881;604;DKK;
21274097;50 - 99;1998;2018;106,11;-0,5;11,3;-;30.465;6.364;-2.075;DKK;
35412972;20 - 49;2013;2019;145,02;27,7;31,5;709.593;97.072;62.770;42.426;DKK;
26109450;20 - 49;2001;2019;120,62;4,4;28,2;-;10.826;6.807;642;DKK;
21274208;200 - 499;1998;2018;85,07;-39,6;-3,8;521.995;13.353;-19.535;-284.799;DKK;
27510590;10 - 19;2003;2019;65,46;17,1;-24,6;-;5.036;-1.090;293;DKK;
32331246;10 - 19;2012;2019;237,77;17,9;56,5;-;8.376;4.616;1.254;DKK;
34592055;10 - 19;2012;2019;74,27;-22;-19,2;-;5.434;-1.121;-1.146;DKK;
21279846;20 - 49;1998;2019;305,08;10;62,8;-;6.771;19.683;2.572;DKK;
21281875;20 - 49;1998;2019;67,24;-4,3;17,7;-;18.737;5.854;-1.820;DKK;
21284785;10 - 19;1998;2020;156,38;21,8;36,3;-;7.264;2.424;1.076;DKK;
21288985;2 - 4;1998;2019;22,27;-11,1;-4;-;722;-36;-126;DKK;
21289477;10 - 19;1998;2019;280,57;0,7;64,4;-;5.998;4.423;102;DKK;
36436689;1;2014;2019;116,64;48,2;14,3;-;375;89;220;DKK;
38689657;5 - 9;2017;2019;256,18;11,5;65,2;-;2.319;1.684;199;DKK;
21312444;5 - 9;1998;2019;49,16;-21,7;-88,5;-;2.185;-1.528;-428;DKK;
38753673;5 - 9;2017;2019;101,85;-2,3;23,7;-;2.171;374;-37;DKK;
21332607;10 - 19;1998;2018;108,26;-57;15,5;-;5.240;3.780;-14.153;DKK;
21340006;100 - 199;1998;2019;273,62;20,5;46,6;-;111.573;76.664;26.937;DKK;
21356344;20 - 49;1998;2019;128,77;32,5;49,4;-;15.236;4.050;2.050;DKK;
21363839;20 - 49;1998;2019;125,77;10,2;35,6;77.934;30.903;18.786;3.770;DKK;
32273750;5 - 9;2009;2019;172,37;11,2;53,8;-;3.622;1.518;237;DKK;
21370738;50 - 99;1998;2018;192,24;13,1;38,5;579.187;64.060;96.500;29.733;DKK;
21375292;2 - 4;1999;2019;105,75;6,5;24,9;-;739;135;23;DKK;
21378607;-;1998;2018;745,92;13,7;65,2;282.924;-;500.070;63.549;DKK;
21382132;5 - 9;1999;2019;179,45;12,2;36,5;-;2.896;2.307;479;DKK;
21382191;20 - 49;1999;2019;62,27;30;2,9;-;26.431;402;2.972;DKK;
21387398;20 - 49;1998;2019;256,97;8,3;62,1;-;14.383;14.317;1.486;DKK;
21387649;50 - 99;1999;2019;101,28;9,8;24,6;-;20.733;13.838;5.049;DKK;
38744747;10 - 19;2017;2019;141,16;9,4;34,9;-;2.848;1.284;221;DKK;
21409839;200 - 499;1998;2019;148,05;7,1;55,7;613.290;88.434;185.796;17.813;DKK;
21420603;2 - 4;1999;2019;59,44;10,5;-27,6;-;386;-232;40;DKK;
21436690;5 - 9;1999;2019;1.313,98;-0,9;92,5;-;2.175;10.181;47;DKK;
36925205;2 - 4;2015;2019;139,58;26,1;50,8;-;2.224;1.526;589;DKK;
21441783;5 - 9;1999;2019;229,46;35,7;57,3;-;5.319;3.369;1.627;DKK;
21447749;20 - 49;1998;2019;194,08;25,8;51;-;20.735;10.451;4.116;DKK;
21466670;10 - 19;1998;2019;33,36;46,5;-36,2;-;8.470;-1.439;1.368;DKK;
21472271;20 - 49;1999;2019;218,35;44,9;54,8;38.222;23.467;7.434;4.708;DKK;
21474878;-;1999;2019;156,61;20,2;41,5;2.078.782;380.091;579.759;222.935;DKK;
38692429;5 - 9;2017;2019;153,14;-28,9;57,7;-;1.095;1.211;-455;DKK;
21477192;5 - 9;1999;2019;36,43;2;7,7;-;3.135;1.778;247;DKK;
21478008;200 - 499;1999;2019;250,05;4,4;19,2;925.426;389.836;962.942;71.151;DKK;
21481483;100 - 199;1999;2019;142,5;5,4;35,1;-;71.808;56.070;6.380;DKK;
27318576;10 - 19;2003;2019;166,02;12,4;38,9;-;7.287;4.692;1.071;DKK;
35641424;2 - 4;2014;2020;95,89;29,7;28,6;-;2.357;425;318;DKK;
21483974;20 - 49;1998;2019;232,75;17,6;60,1;-;25.121;23.145;5.191;DKK;
21492337;2 - 4;1999;2019;216,11;4,2;47,8;-;1.424;1.671;129;DKK;
21493392;5 - 9;1998;2019;113,16;-3,1;12,4;-;2.711;1.597;-442;DKK;
21504971;20 - 49;1999;2019;202,44;21,2;66,4;-;11.560;8.465;2.148;DKK;
36401184;5 - 9;2014;2018;62,69;5,5;-15,7;-;4.214;-657;199;DKK;
37292389;10 - 19;2015;2018;121,48;15,8;26,7;-;4.643;644;292;DKK;
21507709;5 - 9;1999;2019;161,54;4,8;45,2;-;4.333;4.356;340;DKK;
21511943;50 - 99;1999;2019;108,5;8,5;28,1;149.583;40.875;32.155;7.507;DKK;
25496140;200 - 499;2000;2017;95,33;11,6;1,7;1.932.600;-;10.100;-300;DKK;
21526886;-;1999;2019;128,93;2,2;24,4;-;836;886;2;DKK;
21570540;20 - 49;1999;2019;161,71;5,8;5,9;-;43.500;5.651;3.079;DKK;
21578800;10 - 19;1999;2019;125,34;36,4;65,5;-;3.856;3.791;2.133;DKK;
21582298;5 - 9;1999;2019;162,58;-1,2;52,4;-;2.980;2.706;-148;DKK;
21582387;50 - 99;1999;2019;124,68;4;21,8;244.735;41.219;23.870;3.422;DKK;
21589845;5 - 9;1999;2019;504,61;29,2;81;-;4.659;3.609;985;DKK;
21594873;50 - 99;1999;2018;78,39;3,8;4,3;-;39.093;2.048;1.558;DKK;
19510093;20 - 49;1996;2019;199,56;16,9;41,8;-;19.723;7.347;2.872;DKK;
21613835;5 - 9;1999;2019;79,31;21,7;34,2;-;2.011;282;132;DKK;
21623547;5 - 9;1999;2019;163,36;20,6;39,6;-;13.453;10.934;4.325;DKK;
21624306;20 - 49;1999;2019;133,91;8,7;25,3;50.586;12.479;7.808;1.325;USD;
21640999;20 - 49;1999;2019;195,3;10,3;41,8;-;21.897;9.354;1.731;DKK;
21660841;50 - 99;1999;2019;149,68;9;35,6;176.828;32.076;20.923;3.858;DKK;
21662534;100 - 199;1998;2019;172,53;8,5;32,8;717.191;97.738;158.007;30.186;DKK;
21665886;5 - 9;1999;2018;148,8;-34,3;-51;-;3.605;-1.011;-598;DKK;
21667102;10 - 19;1998;2019;151,99;3,3;34,7;-;7.911;5.598;265;DKK;
21670405;10 - 19;1999;2019;184,3;54,8;53,5;-;16.560;4.350;3.350;DKK;
29935785;20 - 49;2006;2019;212,3;14,2;51,1;-;10.350;6.286;1.379;DKK;
35466096;10 - 19;2012;2018;156,32;13,5;-;324.285;-;-;16.646;DKK;
21686433;200 - 499;1999;2018;79,04;8,5;32,6;361.841;126.938;69.391;25.126;DKK;
21697974;10 - 19;1999;2020;152,37;27,9;40,2;-;7.538;3.116;1.661;DKK;
21705705;20 - 49;1999;2019;270,15;41,4;60;-;14.158;8.370;4.370;DKK;
21719838;50 - 99;1999;2019;136,97;6,2;42,1;-;30.015;10.681;1.102;DKK;
21728535;5 - 9;1999;2019;620,96;49,8;76,3;-;5.434;3.501;1.780;DKK;
37668427;10 - 19;2016;2018;137,98;16,8;30,5;-;5.897;1.516;628;DKK;
21741043;5 - 9;1999;2019;183,37;15,4;49,1;-;3.892;1.822;513;DKK;
12618735;100 - 199;1988;2019;139,19;5;15,2;449.123;112.241;91.051;19.414;DKK;
21742031;50 - 99;1999;2019;116,54;15;19,2;-;29.442;5.857;2.857;DKK;
21742481;10 - 19;1999;2019;187,14;4,8;53,9;-;3.791;960;61;DKK;
32153941;20 - 49;2009;2019;142,1;8,6;26,5;-;8.164;1.929;360;DKK;
21752630;20 - 49;1999;2019;203,63;21,1;41,9;-;23.709;10.226;3.686;DKK;
21757977;2 - 4;1999;2019;244,45;6,9;60,2;-;751;471;36;DKK;
21758973;50 - 99;1999;2019;90,3;-26,6;4,2;-;32.889;481;-2.549;DKK;
21759406;-;1999;2017;136,08;-16;20,1;-;3.519;539;-526;DKK;
21761133;5 - 9;1999;2019;116,88;3,6;18,8;-;2.257;621;23;DKK;
21764906;20 - 49;1999;2019;65,84;2;15,3;-;8.950;2.024;-36;DKK;
21770906;20 - 49;1999;2019;94,67;11,8;28,6;-;18.488;5.754;1.604;DKK;
21771783;5 - 9;1999;2019;113,25;16,8;36,9;-;2.966;2.054;691;DKK;
21774685;10 - 19;1999;2019;391,49;4,1;45,6;-;5.315;3.065;108;DKK;
21776394;5 - 9;1999;2019;129,1;28,5;23,9;-;5.890;2.211;1.982;DKK;
21777641;-;1999;2017;118,48;2;18,2;-;7.570;2.720;-232;DKK;
21780030;20 - 49;1999;2019;275,34;16,2;82,2;-;15.790;23.626;3.772;DKK;
21781371;2 - 4;1999;2019;115,81;2;18,8;-;1.294;380;-15;DKK;
21781681;20 - 49;1999;2019;148,8;2,7;30,8;-;8.151;6.409;407;DKK;
21785377;5 - 9;1999;2019;366,45;18,3;85,2;-;2.265;4.414;751;DKK;
21786977;20 - 49;1999;2019;130,65;20,9;29,4;-;8.625;1.815;945;DKK;
21787108;20 - 49;1999;2019;142,14;8,8;21,4;-;11.924;3.314;1.126;DKK;
21789089;10 - 19;1999;2019;116,71;13,8;20,5;-;11.791;2.157;871;DKK;
21791202;-;1999;2018;264,29;4,4;88,3;-;11;258;-18;DKK;
21796379;50 - 99;1999;2019;174,74;31,8;41,7;-;32.739;9.378;5.483;DKK;
21798282;10 - 19;1999;2019;189,55;54,5;58,6;-;14.471;9.197;6.647;DKK;
21799041;5 - 9;1999;2019;230,51;12,9;62,9;5.541;3.255;1.323;206;DKK;
27268188;-;2003;2019;112,22;4;16,6;7.210.411;684.025;213.572;18.696;DKK;
21801283;20 - 49;1999;2019;100,62;0,8;21,1;-;18.542;7.708;-331;DKK;
21801291;2 - 4;1999;2019;522,14;-6,6;83,6;-;1.144;2.799;-169;DKK;
21803472;10 - 19;1999;2019;76,35;10,1;24,6;-;10.703;5.532;1.292;DKK;
21804584;10 - 19;1999;2019;378,83;2,4;77;-;5.130;7.543;221;DKK;
21810142;10 - 19;1999;2019;158,61;15,4;56,6;-;8.400;6.222;1.173;DKK;
21813095;100 - 199;1999;2019;77,31;3,4;5,8;-;56.842;8.501;606;DKK;
21821284;20 - 49;1999;2019;102,44;-5,6;21,8;-;5.788;3.170;-783;DKK;
21822434;10 - 19;1999;2019;186,3;56,9;49,1;-;15.625;6.959;6.344;DKK;
21825344;1;1999;2019;354,94;4,3;73,7;-;397;1.981;99;DKK;
21825832;50 - 99;1999;2019;139,98;9,2;38;-;37.222;18.957;3.701;DKK;
21828033;20 - 49;1999;2019;155,07;9,6;22,6;-;12.317;3.316;801;DKK;
21828289;20 - 49;1999;2019;148,92;1,1;34,4;-;5.786;17.797;99;DKK;
21829900;1;1999;2019;393,08;-15,6;74,6;-;-33;281;-59;DKK;
21830941;10 - 19;1999;2019;134,23;13,7;54,1;-;9.623;6.105;1.141;DKK;
21831646;20 - 49;1999;2019;144,61;2;35;-;10.403;3.514;16;DKK;
21835889;20 - 49;1999;2019;90,48;-6,2;36,1;-;17.714;6.193;-898;DKK;
21835943;10 - 19;1999;2019;179,19;8,4;53,3;-;10.334;19.137;2.137;DKK;
21837075;2 - 4;1999;2019;185,89;17,2;50,1;-;1.374;457;119;DKK;
21837644;10 - 19;1999;2019;108,07;-5,7;20,6;-;5.656;2.058;-842;DKK;
21838608;10 - 19;1999;2019;346,49;13,6;72,1;-;6.346;6.392;1.205;DKK;
30362942;20 - 49;2007;2019;112,12;13,2;29,4;-;12.471;2.809;939;DKK;
21851086;10 - 19;1999;2019;184,02;0,3;54,8;-;6.113;6.040;-63;DKK;
21852309;100 - 199;1999;2018;201,68;2,7;61;198.058;52.225;63.899;1.799;DKK;
36054247;2 - 4;2014;2019;568,7;8,3;83,5;-;641;613;30;DKK;
