cvrnum;employees;established;pubyear;liquidityratio;roi;solvencyratio;netturnover;grossprofit;equity;netresult;currency;
27638589;20 - 49;2003;2019;214,62;22,1;58,9;-;28.292;23.951;7.007;DKK;
27644392;5 - 9;2004;2019;84,02;19,3;46,7;-;6.730;7.075;3.406;DKK;
27645542;5 - 9;2004;2019;103,8;-0,7;18,8;-;1.679;1.228;-218;DKK;
27653901;20 - 49;2004;2019;185,68;128;48,1;-;36.163;6.647;14.389;DKK;
27657397;20 - 49;2004;2019;133,21;-1,2;10,6;-;8.937;1.231;-236;DKK;
27661440;20 - 49;2004;2019;142,04;0,1;27;-;24.407;25.066;-298;DKK;
27663494;5 - 9;2004;2019;151,06;24,6;39,9;-;2.681;1.610;748;DKK;
27663605;50 - 99;2004;2019;71,22;5,6;25;-;4.220;5.620;625;DKK;
27673082;2 - 4;2004;2020;300,7;1,7;0,4;-;3.586;360;1.306;DKK;
27676235;20 - 49;2004;2019;119,33;15,8;24,3;-;29.852;2.733;1.387;DKK;
27683827;5 - 9;2004;2019;132,93;18,4;27,6;-;4.854;621;313;DKK;
27701590;-;2004;2019;320,42;64,9;68,8;-;6.798;3.390;2.373;DKK;
27702279;200 - 499;2004;2018;135,41;-0,1;71,8;333.568;60.847;255.049;10.326;DKK;
14681191;50 - 99;1990;2019;93,99;1,4;57;-;23.575;13.365;34;DKK;
27704379;20 - 49;2004;2019;163,84;-0,6;45,4;-;15.930;20.146;3.879;DKK;
27715052;20 - 49;2004;2019;134,9;7,1;29,2;-;16.820;12.418;2.090;DKK;
27720102;50 - 99;2004;2019;302,69;10,4;67,7;-;74.473;169.691;29.384;DKK;
27720773;20 - 49;2004;2019;99,89;20,1;51,7;-;20.255;10.492;3.123;DKK;
27731139;20 - 49;2004;2019;157,88;6,3;39,5;-;10.490;8.845;735;DKK;
27731554;2 - 4;2004;2019;191,55;17,2;56,6;-;1.110;475;114;DKK;
27736971;10 - 19;2004;2019;118,99;40,9;19,1;-;9.716;1.509;2.391;DKK;
27740219;2 - 4;2004;2019;74,33;43,6;13,7;-;1.339;143;446;DKK;
27757596;-;2004;2019;127,38;17,1;25,2;-;125.994;34.564;17.996;DKK;
27757979;20 - 49;2004;2019;150,82;-6,4;36,1;-;10.148;6.668;-1.153;DKK;
27761224;10 - 19;2004;2019;136,98;9;42;-;6.105;3.902;591;DKK;
27763251;50 - 99;2004;2019;115,28;3;22,1;-;19.814;14.784;1.153;DKK;
27763642;-;2004;2019;108,23;-61,3;7,6;-;582;31;-201;DKK;
27765238;50 - 99;2004;2020;99,64;19,1;17,9;-;38.091;5.846;4.675;DKK;
27773699;10 - 19;2004;2019;210,06;12,9;49,9;-;3.708;2.802;540;DKK;
27905013;50 - 99;2004;2019;261,33;67,8;61,4;-;87.524;41.089;35.418;DKK;
27912532;10 - 19;2004;2019;97,07;13,4;41,2;-;10.013;5.747;1.156;DKK;
27912699;50 - 99;2004;2019;249,34;7,2;40,6;-;25.471;15.399;1.296;DKK;
21356778;-;1998;2020;13,7;-1,3;-630,1;-;-83;-40.553;37;DKK;
27915132;10 - 19;2004;2019;60,12;26,3;-75,9;-;4.369;-751;-61;DKK;
27916015;10 - 19;2004;2019;116,3;14;20,4;-;3.105;831;400;DKK;
27916198;10 - 19;2004;2019;264,42;32;62,9;-;6.404;3.232;1.275;DKK;
27917399;10 - 19;2004;2019;147,83;12,1;34,4;-;8.870;5.377;1.265;DKK;
27917747;10 - 19;2004;2019;253,91;31,4;61;-;8.645;5.502;2.272;DKK;
27918042;-;2004;2020;81,44;1,9;10;1.242.817;166.669;203.999;2.523;EUR;
26987733;2 - 4;2004;2019;318,89;19,2;85,3;-;1.039;1.749;358;DKK;
27918395;20 - 49;2004;2019;134,75;3,2;28,9;-;2.996;8.274;568;DKK;
27918883;20 - 49;2004;2019;163,94;20;47,1;-;20.395;10.690;3.065;DKK;
27040926;10 - 19;2003;2019;131,43;15,8;29,6;-;5.148;1.868;878;DKK;
27920004;50 - 99;2004;2019;178,96;5,7;42;-;31.351;16.719;1.562;DKK;
27921795;5 - 9;2004;2019;241,44;17,4;51,2;-;1.930;825;195;DKK;
27922058;5 - 9;2004;2019;67,63;7,1;-39,9;-;2.522;-523;5;DKK;
27922090;5 - 9;2004;2019;152,74;3,4;51,4;-;3.166;3.521;133;DKK;
29143307;20 - 49;2005;2018;268,02;-25;41;-;7.748;31.777;-14.850;DKK;
27924026;10 - 19;2004;2019;209,83;20,1;71,5;-;9.796;14.397;2.788;DKK;
27926274;5 - 9;2004;2019;271,07;61,6;63,2;-;3.869;1.677;1.281;DKK;
27926819;20 - 49;2004;2019;141,47;13,2;43,5;-;18.314;9.926;2.363;DKK;
27927882;20 - 49;2004;2019;160,48;15,2;44,4;-;19.025;7.289;1.912;DKK;
27927963;20 - 49;2004;2019;108,98;4,7;11,2;-;14.869;3.272;403;DKK;
27929915;10 - 19;2004;2019;183,33;10,9;45,2;-;5.603;8.673;1.462;DKK;
27931170;50 - 99;2004;2019;141,52;14,7;33,8;-;22.171;22.792;6.997;DKK;
34472874;100 - 199;2012;2018;140,23;-1,8;42,6;-;48.823;60.462;1.908;DKK;
27931790;10 - 19;2004;2019;88,17;-6,2;33,2;-;3.113;9.692;-1.678;DKK;
27931944;10 - 19;2004;2019;161,31;26,7;46,1;-;6.344;3.346;1.502;DKK;
27932150;20 - 49;2004;2019;125,11;4,3;24,8;77.388;61.270;204.887;28.910;DKK;
27932207;2 - 4;2004;2019;548,19;2,8;80,4;-;1.478;2.167;88;DKK;
27956505;5 - 9;2004;2019;140,12;22;42,3;-;2.184;1.245;589;DKK;
27957943;5 - 9;2004;2019;235,2;24,3;70,7;-;5.279;6.052;1.591;DKK;
27957986;2 - 4;2004;2019;48,35;-43;-104,5;-;-110;-3.330;-1.369;DKK;
27959636;2 - 4;2004;2019;243,51;23,1;63,1;-;1.627;954;267;DKK;
27961002;5 - 9;2004;2019;68,59;8,6;27,2;-;4.552;3.915;808;DKK;
27961363;20 - 49;2005;2019;260,91;71,7;62,5;-;24.735;11.180;10.047;DKK;
27964370;20 - 49;2005;2020;199,91;11,3;51,1;-;2.857;10.567;1.761;DKK;
27967388;-;2006;2019;97,95;2,7;3,8;-;161;75;17;DKK;
27969046;5 - 9;2004;2019;239,68;9,8;52,2;-;1.593;1.019;154;DKK;
27969313;1;2004;2019;130,29;-3,8;23,4;-;636;744;-54;DKK;
27970036;50 - 99;2004;2019;5,73;0,4;8,4;-;109.745;113.067;-34.417;DKK;
83591528;100 - 199;1980;2019;297,99;8,9;31,4;491.564;43.277;129.267;9.311;DKK;
27970958;2 - 4;2004;2019;163,41;16,5;55,4;-;1.110;415;79;DKK;
27972500;1;2004;2019;86,28;-48,6;17,6;-;-38;99;-233;DKK;
27972896;2 - 4;2004;2018;84,18;-3,2;3,2;-;1.018;394;-460;DKK;
27976859;10 - 19;2004;2019;287,83;38,1;31,7;-;14.503;5.097;4.405;DKK;
27978495;10 - 19;2004;2019;108,28;-1;12;-;3.464;453;-85;DKK;
27978908;5 - 9;2004;2019;57,54;6,8;-55,4;-;1.631;-2.864;221;DKK;
27979645;10 - 19;2004;2019;107,59;4,6;11,4;-;5.100;1.694;302;DKK;
27985289;-;2004;2018;198,87;-11,8;55,2;-;96;480;-103;DKK;
27985580;20 - 49;2004;2019;123,54;0;22,1;-;18.615;13.832;3;DKK;
86257718;10 - 19;1979;2019;226,38;3,8;56,2;-;3.279;4.593;336;DKK;
28099029;20 - 49;2004;2019;158,79;11,6;36,3;-;12.893;3.369;844;DKK;
28099878;20 - 49;2004;2019;83,77;6,2;20;-;23.984;3.845;596;DKK;
28100434;5 - 9;2004;2019;159,3;12,6;52,3;-;976;1.148;211;DKK;
28101082;100 - 199;2004;2019;142,44;4,6;30,1;1.239.225;157.515;444.770;48.072;DKK;
28101759;-;2004;2019;97,27;-53,8;-2,8;-;-53;-3;-53;DKK;
28102801;2 - 4;2004;2019;250,4;1,5;61;-;527;1.128;2;DKK;
28106114;20 - 49;2004;2019;259,58;4,9;66,4;-;18.468;14.105;750;DKK;
28108265;200 - 499;2004;2019;180,64;8,1;29,1;293.071;169.322;192.082;31.969;DKK;
28109490;5 - 9;2004;2019;346,72;15,4;57;-;3.380;5.959;1.168;DKK;
28109539;50 - 99;2004;2019;119,81;11,3;31;-;55.980;19.927;5.050;DKK;
21409006;20 - 49;1998;2019;134,5;8,2;25,9;-;8.680;2.118;446;DKK;
28109997;20 - 49;2004;2019;93,7;6,1;25;-;11.269;7.556;845;DKK;
28113633;20 - 49;2004;2019;204,57;3,2;53,2;-;14.294;22.433;1.014;DKK;
28113951;200 - 499;2004;2019;163,46;8,3;48,6;10.046.074;107.879;292.666;38.449;EUR;
28115997;20 - 49;2004;2019;150,08;25,9;31,1;-;9.130;3.530;2.185;DKK;
28117833;20 - 49;2004;2018;49,82;1,3;17,8;-;18.749;13.795;514;DKK;
28118171;200 - 499;2004;2019;89,12;1,6;23,3;1.119.548;71.362;381.593;-161.919;DKK;
28120575;20 - 49;2004;2019;113,41;8,9;40,4;-;23.014;11.159;1.716;DKK;
28129211;20 - 49;2004;2019;115,22;0,3;19,6;-;9.124;2.551;9;DKK;
26132266;20 - 49;2001;2019;128,87;9,8;33,3;-;20.044;9.408;2.093;DKK;
28134290;20 - 49;2004;2019;174,13;30,8;55,8;-;27.132;14.937;6.233;DKK;
28143494;10 - 19;2004;2019;106,63;-44,9;12,6;-;1.972;381;-1.182;DKK;
37887315;50 - 99;1972;2019;117,25;5,5;24,7;-;28.492;14.611;1.614;DKK;
28154135;1;2004;2019;132,07;-4,5;40,6;-;568;153;-30;DKK;
38753460;5 - 9;2017;2019;154,78;12;42,4;-;5.109;4.574;917;DKK;
25643836;10 - 19;2000;2019;156,38;2,6;40,2;-;6.280;2.682;57;DKK;
30551869;20 - 49;2007;2019;164,09;20,5;42,2;-;10.747;6.153;2.304;DKK;
38066412;50 - 99;2016;2020;44,88;-12,7;1,1;184.361;18.342;1.177;-24.385;DKK;
28234813;20 - 49;1970;2019;116,21;2,8;14,5;-;21.382;4.065;370;DKK;
38985337;2 - 4;2017;2019;118,92;30,2;44;-;1.805;793;393;DKK;
33592396;5 - 9;2011;2019;135,83;14,4;27,4;-;2.839;2.710;792;DKK;
37402206;5 - 9;2016;2019;114,17;-23;14,6;-;1.354;580;-624;DKK;
28277903;5 - 9;2004;2019;84,95;3,4;41,5;-;1.918;2.148;622;DKK;
28281587;2 - 4;2004;2019;124,75;31,5;26,6;-;3.487;1.441;1.316;DKK;
28281986;10 - 19;2004;2019;113,87;1,4;15,9;-;3.633;2.684;168;DKK;
28284802;5 - 9;2004;2019;127,83;11,9;31,2;-;4.565;1.762;313;DKK;
28288492;20 - 49;2004;2019;238,1;19,3;64,1;-;14.723;14.523;3.009;DKK;
28288816;5 - 9;2004;2019;351,14;25,7;73,9;-;3.592;3.781;1.014;DKK;
28290454;5 - 9;2004;2019;78,59;-14,4;14,6;-;1.594;349;-447;DKK;
38269968;5 - 9;2016;2019;22,38;-34,5;-17,9;-;1.781;-1.704;-3.403;DKK;
34082863;10 - 19;2011;2018;97,25;-5,7;14,8;16.669;6.196;1.649;-556;DKK;
28290772;50 - 99;2004;2020;128,3;10,8;24,3;-;42.741;7.317;2.301;DKK;
38802003;2 - 4;2017;2019;31,13;-35,5;-96,6;-;737;-462;-227;DKK;
28291205;50 - 99;2004;2019;143,37;13,5;43,2;-;33.310;10.156;2.382;DKK;
28292139;20 - 49;2004;2019;107,85;3,9;58,1;-;14.786;5.846;278;DKK;
28293585;5 - 9;2004;2019;190,21;15,4;49;-;1.664;1.986;476;DKK;
28294638;5 - 9;2004;2019;281,61;2,7;70,2;-;1.447;1.128;22;DKK;
28295448;20 - 49;2004;2019;240,75;-22,3;58,3;50.544;24.888;8.555;-2.267;DKK;
28295499;50 - 99;2004;2017;488,67;58,7;75,8;428.243;358.164;253.296;153.718;DKK;
28296762;20 - 49;2004;2018;113,61;13,6;28,3;-;14.219;10.927;5.927;DKK;
28296819;100 - 199;2004;2019;239,47;19;58,1;-;80.449;61.309;15.298;DKK;
28297068;10 - 19;2004;2019;118,75;-9,7;16,2;-;6.571;1.274;-726;DKK;
28297947;100 - 199;2004;2019;17,59;-0,3;76,3;171.653;11.416;759.337;23.283;DKK;
28299044;5 - 9;2004;2019;97,71;31,2;-32,2;-;2.469;-945;673;DKK;
28303696;20 - 49;2004;2019;131,53;10,4;40,8;-;11.264;9.881;1.754;DKK;
28305842;10 - 19;2004;2019;133,18;20,6;35;-;13.776;5.106;2.396;DKK;
28310587;5 - 9;2004;2019;164,01;46,1;41,9;-;6.154;1.306;1.102;DKK;
28311524;2 - 4;2005;2019;68,39;-2,5;8,3;-;1.064;335;-242;DKK;
28312199;2 - 4;2005;2019;104,25;12,5;5,7;-;796;127;112;DKK;
28313160;50 - 99;2005;2019;99,86;6,4;44,6;-;53.053;34.718;2.892;DKK;
28315740;2 - 4;2005;2019;124,53;4,7;22,7;-;2.331;2.411;301;DKK;
28318286;20 - 49;2005;2019;143,68;16;35,2;-;18.646;5.792;1.878;DKK;
28320566;100 - 199;2005;2019;157,53;4,6;37,9;641.165;67.295;55.970;3.566;DKK;
39144808;5 - 9;2017;2019;103,15;2,5;16,1;-;1.741;412;95;DKK;
28322658;5 - 9;2005;2019;245,47;18,2;57;-;1.564;717;158;DKK;
28322771;2 - 4;2005;2019;76,99;7,6;20,4;-;1.334;980;185;DKK;
28324537;10 - 19;2005;2019;106,39;7,2;13,3;-;5.085;2.107;742;DKK;
28325630;2 - 4;2005;2019;224;23,2;52,6;-;1.656;1.091;368;DKK;
28326343;10 - 19;2005;2019;129,41;3,6;20,7;-;8.570;6.509;418;DKK;
10648181;5 - 9;1987;2019;184,33;12,3;37,2;-;1.952;1.861;439;DKK;
28331487;5 - 9;2005;2019;23,95;5,9;16,7;-;2.304;1.186;48;DKK;
15502037;20 - 49;1991;2019;175,08;29,1;38,7;-;44.596;23.901;13.762;DKK;
28331959;-;2005;2019;13.173,91;-42,6;40,2;-;-;6.146;-6.508;DKK;
28332637;5 - 9;2005;2019;138,35;25,6;26,4;-;3.135;560;408;DKK;
28332998;2 - 4;2005;2019;579,18;4,4;82;-;578;532;25;DKK;
16239631;10 - 19;1992;2019;431,51;23,4;77,3;-;8.023;8.931;2.089;DKK;
27229611;5 - 9;2003;2019;175,97;18,8;46,2;-;4.583;1.893;635;DKK;
27913962;5 - 9;2004;2019;169,01;21,4;35,4;-;2.248;359;167;DKK;
28371373;10 - 19;2005;2019;188,79;15,9;39,7;-;8.400;7.115;1.919;DKK;
28480237;5 - 9;2005;2019;227,52;22,2;29,3;-;1.472;398;232;DKK;
28480970;10 - 19;2005;2019;179,89;13;46,4;-;8.783;3.070;673;DKK;
28486707;5 - 9;2005;2019;147,02;20,1;33,3;-;4.537;2.112;1.017;DKK;
28487940;1;2005;2019;258,44;23,4;68,5;-;1.011;1.010;272;DKK;
31611563;10 - 19;2008;2019;147,69;36,2;37,7;-;4.390;688;502;DKK;
32834655;50 - 99;2010;2019;70,91;1,6;12,3;-;29.873;4.282;110;DKK;
34593833;20 - 49;2012;2018;103,02;-12;31,2;-;8.299;6.405;-2.904;DKK;
28498195;5 - 9;2005;2019;107,79;-6;25,6;-;3.159;1.135;-191;DKK;
28498233;20 - 49;2005;2019;168,43;10,6;39;-;19.888;6.478;1.478;DKK;
28498969;5 - 9;2005;2019;272,95;-0,4;62,8;-;1.542;2.411;-25;DKK;
28500769;100 - 199;2005;2019;105,68;3,1;12,2;316.439;61.145;25.469;5.178;DKK;
28501048;20 - 49;2005;2018;229;-36,1;-96,3;16.202;8.079;-54.715;-22.994;DKK;
28501846;5 - 9;2005;2019;123,97;20,2;34,1;-;3.898;1.101;472;DKK;
28505108;500 - 999;2005;2018;102,9;-10,8;18,6;1.687.628;279.244;146.960;-51.060;DKK;
28507496;20 - 49;2005;2019;119,87;11,2;27,9;-;13.766;4.247;1.189;DKK;
28514603;-;2005;2019;77,08;150,7;3;-;367;5;169;DKK;
28516967;5 - 9;2005;2019;166,7;26,5;44,7;-;2.647;800;335;DKK;
28517653;5 - 9;2005;2019;94,04;3,9;30,3;-;2.338;816;37;DKK;
28518684;10 - 19;2005;2019;82,91;18,1;47,5;-;6.125;7.457;2.145;DKK;
28520336;10 - 19;2005;2019;234,8;24,3;63,9;-;8.616;5.642;1.673;DKK;
28520646;2 - 4;2005;2019;97,73;1,5;8,7;-;1.294;875;-184;DKK;
28544014;50 - 99;1971;2019;318,58;27,1;74,3;-;60.063;111.697;31.949;DKK;
61126228;-;1999;2019;0;-0,3;7,5;29.590.000;13.024.000;170.741.000;15.068.000;DKK;
77552812;100 - 199;1985;2019;128,15;15,1;25,9;-;69.565;26.543;11.439;DKK;
10845858;20 - 49;1946;2018;63,35;1,1;40,7;38.728;28.164;217.937;18.113;DKK;
37795976;2 - 4;2016;2019;170,79;7,9;41,1;-;2.804;1.358;192;DKK;
36427493;2 - 4;2014;2019;17,74;3,4;-3,3;-;1.800;-205;210;DKK;
37292451;10 - 19;2015;2019;222,49;57;54;-;13.513;5.094;4.179;DKK;
43718711;200 - 499;1964;2019;125,03;9,7;26,6;411.271;257.845;102.503;24.772;DKK;
36723262;20 - 49;2015;2019;80,01;-437,4;-26,2;-;-770;-120;-2.198;DKK;
26404657;500 - 999;2002;2019;103,15;0,7;42,6;2.047.642;706.719;329.679;863;DKK;
35386580;50 - 99;2013;2019;90,91;-14,5;10,8;-;33.254;14.658;-16.163;DKK;
39154382;20 - 49;2017;2019;37,3;5,8;-28,9;-;21.990;-5.718;559;DKK;
39228122;5 - 9;2018;2019;117,89;21,8;30,6;-;1.527;216;116;DKK;
15135638;5 - 9;1991;2019;164,51;39,2;54,3;-;4.746;3.203;1.739;DKK;
39048272;2 - 4;2017;2019;102,42;3,6;3,2;-;1.292;104;69;DKK;
27226965;5 - 9;2003;2019;144,53;36,3;31,4;-;3.101;1.116;991;DKK;
29143625;50 - 99;2005;2019;129,67;15;28;-;48.893;11.664;4.670;DKK;
20041978;5 - 9;1997;2019;70,39;-3,6;38,3;-;2.626;2.387;-228;DKK;
21416428;100 - 199;1967;2019;105,4;3,7;46,7;110.006;19.034;46.356;2.379;DKK;
25850130;20 - 49;2001;2019;59,11;4,7;30,4;-;34.448;31.893;3.339;DKK;
35382747;20 - 49;2013;2019;102,24;7,6;14,3;-;21.803;4.685;1.474;DKK;
28654219;5 - 9;2006;2019;110,84;24,8;38,4;-;3.510;790;393;DKK;
28654944;5 - 9;2006;2019;114,37;10,1;33;-;7.472;11.406;2.135;DKK;
28655126;5 - 9;2006;2019;129,13;24,2;26,4;-;3.252;446;321;DKK;
28655584;2 - 4;2006;2019;51,59;-2,6;21;-;1.380;426;-53;DKK;
39204002;2 - 4;2018;2019;264,79;14,1;64,5;-;615;195;31;DKK;
28656173;20 - 49;2006;2019;144,12;5,2;12,9;-;10.194;1.625;293;DKK;
28657536;-;2006;2019;27,5;-26,3;-263,6;-;-50;-463;-65;DKK;
28661231;-;2006;2019;-;0;100;-;0;255;0;DKK;
28661932;10 - 19;2006;2019;166,13;15,7;45,9;-;8.655;2.130;558;DKK;
28665296;5 - 9;2006;2019;262,46;2,4;66,2;-;3.954;4.658;102;DKK;
28671075;10 - 19;2006;2018;107,74;2,8;10,9;5.011;4.148;175;33;DKK;
28671474;2 - 4;2006;2019;213,4;-3,3;53,1;-;520;197;-9;DKK;
28671563;5 - 9;2006;2019;127,09;8,2;5,5;-;2.260;329;178;DKK;
28672012;100 - 199;1971;2019;301,38;8,8;57;-;136.732;180.397;19.034;DKK;
36448849;10 - 19;2014;2019;20,23;6,4;2,4;19.545;10.741;956;1.452;DKK;
28677472;5 - 9;2006;2019;101,98;3,6;11,4;-;3.777;568;68;DKK;
28680627;2 - 4;2005;2019;72,38;8,8;46,2;-;573;503;52;DKK;
28681038;-;2005;2019;903,53;30,2;88,9;-;2.078;3.770;933;DKK;
28684789;10 - 19;2005;2019;48,18;-22,6;7,5;-;5.409;400;-1.102;DKK;
28686420;20 - 49;2005;2019;143,92;10,2;32,4;-;16.415;4.509;1.018;DKK;
31889235;5 - 9;2008;2019;107;19,9;19,5;-;3.579;293;215;DKK;
28687133;5 - 9;2005;2019;125,65;10,3;22,5;-;2.653;580;143;DKK;
25294769;2 - 4;2013;2019;105,7;19,3;25,5;-;1.554;258;149;DKK;
28690495;2 - 4;2005;2019;53,31;10,7;19,4;-;1.180;552;210;DKK;
27719945;20 - 49;2004;2019;125,04;5,8;33;-;42.944;21.665;2.403;DKK;
32069878;20 - 49;2009;2019;265,72;18,6;54,4;-;20.996;13.452;3.452;DKK;
28697570;50 - 99;2005;2018;201,39;16,9;51,2;-;62.548;40.008;10.626;DKK;
28698135;1;2005;2019;107,64;107,3;29,1;-;1.337;130;-68;DKK;
28698291;5 - 9;2005;2019;96,12;-13,6;6,5;-;1.952;403;-982;DKK;
28699387;5 - 9;2005;2018;440,24;23,7;78,3;-;3.189;2.559;608;DKK;
34732574;5 - 9;2012;2019;70,63;-1,8;3,9;-;2.152;379;-174;DKK;
36540982;20 - 49;2015;2019;271,84;20,7;56,2;-;16.054;8.899;2.483;DKK;
28702248;5 - 9;2005;2019;168,1;51;46,3;-;3.895;1.273;1.082;DKK;
37625337;5 - 9;2016;2019;97,13;19,5;36,8;-;2.663;931;338;DKK;
28704399;5 - 9;2005;2019;217,93;8,7;18,8;-;2.913;1.053;408;DKK;
28704429;5 - 9;2005;2019;227,76;19,6;56,3;-;4.859;4.568;1.183;DKK;
28706898;20 - 49;2005;2019;70,47;12,3;26,4;-;16.493;4.450;1.753;DKK;
38362186;1;2017;2019;153,96;25,3;41,2;-;3.916;781;368;DKK;
28707924;5 - 9;2005;2019;413,62;67,8;73,6;-;7.110;4.065;2.920;DKK;
28708750;10 - 19;2005;2019;189,48;8,4;47,9;-;3.569;1.373;171;DKK;
28711328;20 - 49;2005;2019;186,51;6,6;50,9;-;79.188;167.590;18.024;DKK;
28713339;2 - 4;2005;2019;266,83;24,8;65,6;-;2.046;1.474;453;DKK;
28714939;10 - 19;2005;2019;128,92;7,6;22,8;-;7.747;4.371;986;DKK;
43910515;200 - 499;1957;2020;141,12;-3;55,2;1.413.784;259.073;673.768;-32.660;DKK;
28715196;2 - 4;2005;2019;412,76;18,1;77,9;-;1.148;1.466;320;DKK;
28715439;20 - 49;2005;2019;109,87;8,5;7,6;-;14.830;864;739;DKK;
28715749;5 - 9;2005;2019;205,3;2,1;59,3;-;1.538;820;38;DKK;
28716184;50 - 99;2005;2019;112,39;10,1;13,1;-;85.793;30.742;18.840;DKK;
28717768;20 - 49;2005;2019;92,35;1,4;6,2;-;11.581;2.990;794;DKK;
28785410;10 - 19;1970;2019;160,31;7,1;29,6;-;5.442;2.292;336;DKK;
61628711;100 - 199;1980;2019;94,98;-3,8;14,4;-;96.372;18.366;-15.660;DKK;
28843151;20 - 49;2005;2019;97,49;9,3;26,9;-;27.050;5.410;160;DKK;
28843615;20 - 49;2005;2019;38,08;-0;71,8;-;16.355;1.031.150;143.156;DKK;
28845073;10 - 19;2005;2019;215,5;11,1;45,4;-;15.106;18.963;3.283;DKK;
28846703;5 - 9;2005;2019;99,65;5;-3,7;-;2.331;-103;15;DKK;
28847890;5 - 9;2005;2019;59,49;19,2;25,5;-;1.272;260;120;DKK;
28849001;10 - 19;2005;2019;90,68;9,4;18,4;-;9.848;2.977;899;DKK;
28849478;10 - 19;2005;2019;199,61;23;53,2;-;12.846;16.860;5.500;DKK;
28849974;10 - 19;2005;2019;136,63;3,2;25,1;-;5.910;2.502;-33;DKK;
28852134;10 - 19;2005;2019;128,15;6,7;26,6;-;4.773;4.253;465;DKK;
28852436;5 - 9;2005;2019;90,05;6,8;40,4;-;1.828;1.477;164;DKK;
28853009;20 - 49;2005;2019;363,94;14,1;72,7;-;11.707;8.082;1.169;DKK;
28853416;10 - 19;2005;2019;100,87;13,2;21,9;-;4.028;652;314;DKK;
84039810;50 - 99;1978;2019;96,26;7,2;31,5;-;36.793;16.545;2.560;DKK;
28854102;20 - 49;2005;2019;116,22;4,4;24,1;-;60.467;20.895;2.527;DKK;
28854412;20 - 49;2005;2018;88,66;6,2;18,1;-;14.561;6.982;979;DKK;
28855826;2 - 4;2005;2019;110,15;-7,4;9,2;-;2.264;289;-286;DKK;
28856881;5 - 9;2005;2019;243,7;11,8;36,9;-;2.025;1.063;197;DKK;
28856946;5 - 9;2005;2019;250,87;7,3;63;-;4.941;9.713;771;DKK;
28857500;10 - 19;2005;2019;158,93;57,7;49;-;17.463;6.717;6.075;DKK;
28859120;5 - 9;2005;2020;127,75;73;25,6;14.281;9.410;697;1.546;DKK;
28859309;10 - 19;2005;2019;383,32;16,4;65,7;-;11.172;16.799;3.661;DKK;
28859953;2 - 4;2005;2019;227,97;4,8;56,4;-;965;757;48;DKK;
28860420;20 - 49;2005;2019;54,97;5,3;5,8;-;49.017;14.169;5.629;DKK;
67296516;20 - 49;1981;2019;197,8;17,5;44,5;-;31.547;15.178;4.415;DKK;
20212209;100 - 199;1997;2019;162,02;27;38,5;114.907;80.092;15.764;8.410;DKK;
32788718;100 - 199;1971;2020;144,39;4,9;46,5;1.894.736;998.070;787.002;60.370;DKK;
33068409;2 - 4;2010;2019;76,73;52,1;30,3;-;988;267;391;DKK;
38074466;10 - 19;2016;2018;478,74;-59,2;81,1;31.660;-28.163;58.655;-45.323;DKK;
28861737;5 - 9;2005;2019;169,26;14,3;43,2;-;3.848;5.146;1.478;DKK;
28861958;2 - 4;2005;2019;105,36;2,2;61,5;-;1.240;2.049;36;DKK;
61095411;20 - 49;1981;2019;60,83;2,2;2,3;-;19.559;1.006;-3.051;DKK;
28862369;-;2005;2019;3.719,78;-55,6;98,8;-;-61;960;-487;DKK;
28862660;2 - 4;2005;2019;233,16;19,7;57,8;-;1.806;1.388;349;DKK;
28862989;10 - 19;2005;2019;125,01;27,7;45,5;-;12.610;8.934;4.110;DKK;
28864639;5 - 9;2005;2019;202,89;2,9;67,1;-;1.041;607;23;DKK;
28865236;10 - 19;2005;2019;201,64;6,5;24,4;-;3.463;1.931;220;DKK;
28865465;5 - 9;2005;2019;78,93;5,8;2,7;-;1.149;32;18;DKK;
28867573;10 - 19;2005;2019;228,98;61,1;57,8;-;12.658;5.993;4.983;DKK;
28867603;5 - 9;2005;2019;118,3;3,5;16,7;-;2.952;1.674;25;DKK;
28868073;20 - 49;2005;2019;298,67;41,2;61,7;-;23.266;15.619;7.871;DKK;
28868707;10 - 19;2005;2019;125,66;-2,4;31,6;-;5.375;2.538;-219;DKK;
28869282;10 - 19;2005;2019;169,41;17,8;43,4;-;4.456;2.844;889;DKK;
28870698;20 - 49;2005;2019;195,9;10,6;28,4;-;9.157;6.060;1.685;DKK;
28884222;5 - 9;2005;2019;238,81;40,7;57;-;4.169;1.720;937;DKK;
28884966;10 - 19;2005;2019;105,71;11,1;11,3;-;12.069;1.472;891;DKK;
28885547;10 - 19;2005;2019;129,46;21,2;40,9;-;11.659;4.444;1.727;DKK;
28890346;20 - 49;2005;2019;83,99;-60,2;14,9;-;5.049;337;-1.081;DKK;
28890397;5 - 9;2005;2019;284,15;9,9;64,9;-;3.284;8.021;829;DKK;
28893140;20 - 49;2005;2019;128,36;-1,4;22,2;-;26.797;10.065;-6.114;DKK;
28893167;2 - 4;2005;2019;66,29;-1,6;27,8;-;924;267;-19;DKK;
28894376;10 - 19;2005;2019;239,36;11,8;58,9;-;5.465;5.729;878;DKK;
28895542;5 - 9;2005;2019;82,33;3,7;14,5;-;7.397;1.382;53;DKK;
28896638;5 - 9;2005;2019;166,49;-50,7;44,8;-;1.132;502;-379;DKK;
